Date,Post,Source
2021-11-13,"Philippine politics is a big joke. Kaya hindi umuunlad ang Pilipinas. Tsk tsk tsk

#Halalan2022",Twitter
2021-11-13,"Political strategy/gimmick? I say political circus! 🤡
#Halalan2022",Twitter
2021-11-13,"Welcome to Philippines' political circus!

#Halalan2022",Twitter
2021-11-13,#Halalan2022 is now turning into #Hulaan2022,Twitter
2021-11-13,"LUZON, VISAYAS &amp; MINDANA0
SPOTLIGHT CAMPAIGN HUB - PHILIPPINES
LET'S MAKE THE PHILIPPINES GREAT AGAIN
(SUPPORTED BY SPOTLIGHT CAMPAIGN HUB WORLDWIDE)
#LUZON
#VISAYAS
#MINDANAO
#Election2022PH
#election2022 
#halalan2022 
#halalan2022PH 
#eleksyon2022
#eleksyon2022ph
#voteph https://t.co/DXSKY0g4sq",Twitter
2021-11-13,"To run in the position in #Halalan2022 it's okay if you're confused on who to vote so it is advised to be open-minded on both sides on the #LeniKiko2022 vs. BlengBlongSarah. Know that your preference says a lot about you and your morals, vote wisely this time.",Twitter
2021-11-13,"LOOK:
Senator Christopher “Bong” Go (@SAPBongGo) files his certificate of candidacy (CoC) for president after Senator Ronald “Bato” de la Rosa withdrew from the presidential race. / Photos via @tribunephl_gab 

#BotoMoTo
#Halalan2022 
#DailyTribune https://t.co/rPGCqaTHB6",Twitter
2021-11-13,"walanjo ang politika sa Pilipinas, hanggang kelan nyo gagaguhin ang mga Pilipino!!!!?? #Halalan2022",Twitter
2021-11-13,"LOOK:
Senator Christopher “Bong” Go (@SAPBongGo) files his certificate of candidacy (CoC) for president after Senator Ronald “Bato” de la Rosa withdrew from the presidential race. / Photos via @tribunephl_gab 

#BotoMoTo
#Halalan2022 
#DailyTribune https://t.co/w0ooWHxmxu",Twitter
2021-11-13,"Nakaka-bahala dahil aminin man natin o hindi, may posibilidad pa din na manalo ang mga taong ito dahil sa maling impormasyon at propaganda na ipinapakalat. mas maging masuri at kritikal. Maging makatao, hindi panatiko!
#NoToDuterteMarcos2022
#Halalan2022",Twitter
2021-11-13,@jabjimenez #Halalan2022 https://t.co/Y0TL5HG7Xx,Twitter
2021-11-13,"The circus has arrived. 😂😂

#Halalan2022
#Hangalan2022 😂",Twitter
2021-11-13,Spazz na lang nga ako. Sumasakit ulo ko sa #Halalan2022 😕,Twitter
2021-11-13,#Halalan2022 🤡🇵🇭 https://t.co/Sl39leTHW9,Twitter
2021-11-13,"PAHINGA KA NA ULIT SARAP BUHAY.

#Halalan2022
#NoToDuterteMarcos2022 https://t.co/aSZxbpWeiL",Twitter
2021-11-13,hayssss circus talaga ang #Halalan2022 kakagigil lintek 🤡,Twitter
2021-11-13,Ngayon ko lang nagmit itong telegram sticker na 'to #Halalan2022 https://t.co/tofn9xYUhQ,Twitter
2021-11-13,"Kiko has the same energy and strategy as Mar Roxas. Tito Sotto has a better chance to defeat Sara, unfortunately. 😭#Halalan2022",Twitter
2021-11-13,I’m positive that Philippine politics went full Arkham in 2016. We get the chance to rescue it from the inmates in #Halalan2022.,Twitter
2021-11-13,"@vicegandako Mukhang tinalo ng Joke today yung palabas mo ahh. 

#Halalan2022",Twitter
2021-11-13,"The news today, i can't— 🥲

#Halalan2022",Twitter
2021-11-13,"Kung ikaw ay supporter nila kasama na si BM, iboto mo na silang apat sa balota. Nakatulong ka na, nakaboto ka pa! #Halalan2022 https://t.co/qaBx88OIWO",Twitter
2021-11-13,"""Kung diyan pa lang, paiba-iba sila...paano pa kaya kung sila ang manalo, ‘di ba?”

WATCH: Some reactions to the withdrawals/substitutions for #Halalan2022 taken outside the Comelec for @DZMMTeleRadyo’s #OnTheSpot on Friday https://t.co/obi2kGFWyg",Twitter
2021-11-13,"Sara-Marcos Jr pinipilit ng Lakas 
#TunayNaTabloidista #ToniteNews #Halalan2022
https://t.co/40Sn2R6viy",Twitter
2021-11-13,"Taray, laban na laban mga Duterte ngayong #Halalan2022 

O sige, shade niyo parehas tulad ng ginawa ni Sandro Marcos para more chances of winning. Hahah

#LeniKiko2022 pa rin!!! ❤️",Twitter
2021-11-13,crazy happenings today!!! circus talaga yung #Halalan2022 tanginaaaa 🤡,Twitter
2021-11-13,Vote wisely!!!! #Halalan2022,Twitter
2021-11-13,"#LabanLeni2022 #LeniKiko2022 
#NoToMarcosDuterte2022 
#Halalan2022 https://t.co/WAKJRM4Wat",Twitter
2021-11-13,sa #Halalan2022  #NoToDuterteMarcos2022,Twitter
2021-11-13,"Potangina, nano na lat nga kasamok san madalagan for officials. Kaswapang niyo mga demonyo, miminulayan la niyo an mga tao. Piste kam. Promise, potangina gud 🙂 #Halalan2022",Twitter
2021-11-13,"@COMELEC
ginagawa na kayong katatawanan , wala man lang ba kayong gagawin . nilalaro kayo . 
@jabjimenez  . 
#Halalan2022",Twitter
2021-11-13,"TANG INANG GOBYERNO. KAILAN BA MATATAPOS PANGGA GAGO NYO 
#Halalan2022",Twitter
2021-11-13,Abangan ang mga susunod na kabanata #Halalan2022 #PHdramaseries #Kakampink https://t.co/bJBsto9O77,Twitter
2021-11-13,Ano na naman kaya ang susunod na plot twist sa #Halalan2022? Dios mio.,Twitter
2021-11-13,Somebody check on James Jimenez. #Halalan2022,Twitter
2021-11-13,"Aaa mhahati ang boto ng tao. E ano botong makkuha niyo nyan? 

#Halalan2022",Twitter
2021-11-13,"when you elect clowns, expect a circus #Halalan2022",Twitter
2021-11-13,"parang nasa circus yung mga tatakbo sa #Halalan2022 mukha ba kaming nakikipagbiruan? bakit may mga withdrawal na naman? lol. luma na yung strategy, pero ang baho pa rin. ang sangsang niyo.",Twitter
2021-11-13,"Senyora pakigalaw ng baso...
San ka magkaka kwarta ng malaki sa pakikisawsaw pulitika m?
BBM sara kb
O
GODUTZ?
#Halalan2022 
Pilipinas
Comelec",Twitter
2021-11-13,"#ENHYPEN 
for #engene that are minors living in the Philippines, let's atleast use our platform to spread on what's happening in #Halalan2022 and let's educate people and our fellow engenes so they can have knowledge on to why we should vote for #LeniKiko2022.",Twitter
2021-11-13,"Let's sing...

#BBMSara2022 🎄 #Halalan2022 https://t.co/vJguiIPWn3",Twitter
2021-11-13,"so for all the opposition just one solid vote for #LeniKiko2022 sa #Halalan2022. Let us stop the circus clowns Marcos, Duterte and Go.",Twitter
2021-11-13,ph moots #Halalan2022 https://t.co/TP3eKz1cU3,Twitter
2021-11-13,"PLEASE have a NATIONALISTIC and not REGIONALISTIC mindset when voting in 2022. There is no pride when we all suffer when we elect wrong leaders.

#Halalan2022",Twitter
2021-11-13,Bakit di na lang kaya kayo umurong lahat. Mga utak nyo. Hindi kami nakikipaglaruan sa inyo. Sawa na kami sa drama. Hindi na kami mangmang. #Halalan2022,Twitter
2021-11-13,"Triggered nnaman.

#Halalan2022",Twitter
2021-11-13,Nakakagalit na rin. Tumindig na para sa bayan #Halalan2022,Twitter
2021-11-13,#Halalan2022 will be a circus talaga. Philippine Politics being a mess. https://t.co/vuN5MrtM2U,Twitter
2021-11-13,Clownery momentz nanaman sa #Halalan2022,Twitter
2021-11-13,"Baka lalong malito sa Sandro kung sino i shade nya sa balota 😅
#Halalan2022",Twitter
2021-11-13,"Seryosong tanong, sino po dito? #Halalan2022",Twitter
2021-11-13,"#Halalan2022: President Duterte to file VP candidacy on Monday, says Andanar: Earlier in the day, Davao City Mayor Sara Duterte-Carpio, the president's daughter, submitted her certificate of candidacy for the vice presidency. https://t.co/gJnUzJWVIJ",Twitter
2021-11-13,#Halalan2022 really said we will NOT have the upcoming Waystar shareholders meeting outshine us,Twitter
2021-11-13,Huwag mag-alala. Huwag mag-agawan. Parehas 'yan i-sheshade sa balota. 👊 #Halalan2022 https://t.co/i2fIaJlabB,Twitter
2021-11-13,Joke time. 🤪🤪🤪 #Halalan2022,Twitter
2021-11-13,nasa perya yata tayo hahahaha asan ba yung ferris wheel pukingina naman #Halalan2022,Twitter
2021-11-13,"Ok! To summarize the confusing event, here's what happened:

PDP-Laban:
Bato withdraws for presidency
Go withdraws for VP

Lakas CMD:
Sara Duterte to run for VP

PDDS:
Go runs for presidency
P.Duterte runs for VP

They are clearly toying with us. God bless the PH.
#Halalan2022",Twitter
2021-11-13,"ANUENA BANSANG PILIPINAS? KAYA BA TODAY?
#Halalan2022",Twitter
2021-11-13,"Mas Excited ko sa  Debate😂
#Halalan2022",Twitter
2021-11-13,"Alam nina Bong Go at Rodrigo Duterte na hindi mapagkakatiwalaan ang mga Marcos kaya kahit ang kalat, lalabanan nila. Kahit pa makatapat mismo si Sara. Kadiri kayo. Ginawa n'yo nang playground ang Pilipinas. #Halalan2022",Twitter
2021-11-13,"gi BONG GO ni Bongbong ang duha ka Duterte sa Bato🪨🪨🪨😁😁😁

#NoToMarcosDuterte2022 
#NoToBongGoDuterte2022
#YesToLeniKiko2022 
#Halalan2022 
#maLENIs
#maipagmamalaKIKO",Twitter
2021-11-13,"Mabuhay Pilipinas! 

#Halalan2022 https://t.co/lZOvbnxsip",Twitter
2021-11-13,gago anong duterte vs duterte sa halalan2022 for vp???? STOP WITH THE DRAMA PLS HALALAN PO TO HINDI TELESERYE,Twitter
2021-11-13,"Ano ang nakaTAYA sa #Halalan2022? 

Para kay Rita Dayrit, anchor ng #FaithWatch, malaki ang epekto nito sa buhay ng pamilyang Pilipino. 

Ikaw, anong nakataya para sa'yo?

🎧 #LexDeiSnips now available on Spotify or wherever you listen to podcasts: https://t.co/0ewPcSgLeU https://t.co/MPy1gu5Peq",Twitter
2021-11-13,"Grabe dyan sa pinas ngayon, galing mag laro ang administrasyon di mo agad malaman kung ano mga plano at bigla lang bumulaga. Sa bagay pag di ka marunong mag laro ng Chess mabubuang ka talaga sa kakaisip ano gagawin. #Halalan2022 #Election22 #BbmSara2022",Twitter
2021-11-13,Grabe parang good vs. bad.   Learn from your past Pinas. Vote wisely.  #Halalan2022,Twitter
2021-11-13,"Pinaglalaruan na tau nina Digong, Marcos, Sara at ng PDP Laban, kung ndi pa sapat yan para magising ka edi congratulations sa pagiging tanga, wag mo karerin ang pagiging tanga for free.
bumoto ng tama sa #Halalan2022, may time ka pang magbalik-loob, say #NoToMarcosDuterte2022",Twitter
2021-11-13,"They’re only testing waters, folks. Digong to Sara and Go to Bongbong. Whoever comes out weak will withdraw. #Halalan2022 #Duterte",Twitter
2021-11-13,libog kaayu noh? ayaw lage unhi ang mga bisaya.. ky makutaw dyud nang utok ninyu.. #digong #SaraALL2022 #Sara #Halalan2022 👊,Twitter
2021-11-13,"The more entries you send, the more chances of winning! #Halalan2022",Twitter
2021-11-13,@MrFrankBaraan Laban na laban ang Duterte sa #Halalan2022! Ganon na lang sila kaganid sa kapangyarihan? O baka grabe ang takot pag nawala sa posisyon? 🤭,Twitter
2021-11-13,"O Inday, pasok ka. Ikaw Bato, upo ka muna. Upo ka rn, Bong, pero substitute ka kay Bato mya. Tapos upo ka, substitute si Inday. Pasok si Tatay, palit sa position ni Inday.  Pagkakuha ng bola, wag nyong ipasa kay Junior, buwakawin nyo na!

COMELEC Basketball League
 #halalan2022",Twitter
2021-11-13,"I know for a fact that there are some who will be voting for the Marcoses and/or Dutertes due to connections/networking/favors. Please just this time, think of our country first and set aside your personal agenda. #Halalan2022",Twitter
2021-11-13,Also applicable for #Halalan2022 https://t.co/ZYkF8FZ5h8,Twitter
2021-11-13,"Huwag nating hayaang malagay sa DISGRASYA ang DEMOKRASYA.

Gising, PILIPINAS! 💖 🇵🇭 💚

#LetLeniKikoLead2022 #Halalan2022 
#Bangon #Gising #Laban #Pilipinas",Twitter
2021-11-13,with all this substitution sa #Halalan2022 sino na ang libero sa larong ito? hahahaha,Twitter
2021-11-13,"🤡 The DDS Circus Inc are NOT serious to serve the Filipinos. Mga manloloko at niloloko lang nila tayo 🎪

Your vote is sacred, give it to Leni &amp; Kiko, they’ll work hard for ALL of US, not China nor the oligarchs.

No to family political dynasties 👎🏼

#Halalan2022 #LeniKiko2022 https://t.co/TdOhKvUCfL",Twitter
2021-11-13,Every voter wants #Halalan2022 to be a fair and square fight. The inevitable thing that #Comelec should do is to #cancelf2logisticscontract No sane voter really believes that the election results will be credible with Dennis Uy's company handling the election logistics aspect.,Twitter
2021-11-13,"FULL STORY: Bong Go to run for president, Bato withdraws as substitution deadline nears #Halalan2022 

https://t.co/Ds6BRMk07R",Twitter
2021-11-13,"Adios, Reina del cielo,
Madre, Madre del Salvador,
Dulce prenda adorada de mi sincero amor,
De tu divino rosto la belleza al dejar,
Permiteme que vuelva tus plantas a besar!
Adios, dulce prenda adorada
Dulce prenda adorada de mi sincero amor!
#Halalan2022

https://t.co/qgk5tqiFxL https://t.co/c9x0Pl1GIM",Twitter
2021-11-13,Even as Philippines and Filipinos continue to be locked down. #Halalan2022 https://t.co/jWO46MQ83n,Twitter
2021-11-13,"Nakatitiyak akong magiging katawa-tawa ang #Halalan2022. Tignan ninyo ang mga kandidato, karamihan ay puro mga payaso. Wha!",Twitter
2021-11-13,#Halalan2022 #tanginathis #morefuninthephilippines https://t.co/HrTFL926v9 https://t.co/1IPTIR4VE8,Twitter
2021-11-13,"Panis yung Royal Rumble ng @WWE sa #Halalan2022 
#NoToMarcosDuterte2022 
#DuterteWakasan",Twitter
2021-11-13,"Tangina, malaki ba pangangailangan ng Duterte at laban na laban sa #Halalan2022 ??? Kapit na kapit sa kapangyarihan ah!!!!",Twitter
2021-11-13,HUWAG MONG PILIING MAGING TANGA.✍🏽🎙 @lenirobredo @bongbongmarcos @IskoMoreno #halalan2022 https://t.co/MaeipGaX5V,Twitter
2021-11-13,#Halalan2022 https://t.co/wgRGGrtLu3,Twitter
2021-11-13,"Ganito lang dapat ang attitude kapag winner ka, dedmahin ang mga talunan, pabayaan mo silang madepress, mastress, at higit sa lahat, mag-hallucinate 🤪🤣😂🤣

#BBMSara2022 🎄 #Halalan2022",Twitter
2021-11-13,Tbh very unexpected ang move ni Sen. Bong Go at PRRD. Gusto kong isipin na strategy lamang ito in case mangyari ang hindi inaasahan. At least secured. Very interesting itong darating na #Halalan2022 maraming plot twist. Daig pa ang netflix series.,Twitter
2021-11-13,Drug Race All Stars #Halalan2022,Twitter
2021-11-13,"We already lost two years of our lives to this damn pandemic let's not let them take any more from us!!! We have the power to vote. Vote wisely. It's time for Real Change. 💗
#Halalan2022",Twitter
2021-11-13,"Kung mag vote lang din naman kayo ng corrupt manahimik nalang din kayo. Wag niyo din hanapin ang buwis na binayad niyo kasi kayo mismo nag vote ng corrupt na tao. GUMISING NA TAYO. ANG DAMING BUWIS NA ANG NAWALA.

#NoDuterteMarcos2022 
#Halalan2022",Twitter
2021-11-13,"President Rodrigo Duterte will file his certificate of candidacy for vice president on Monday, November 15, says Sec. Martin Andanar.

Earlier, his daughter, Davao City Mayor Sara Duterte-Carpio has filed her COC for VP. #Halalan2022 

Read more: https://t.co/kRglpuUr2z https://t.co/xGFBF9hWPe",Twitter
2021-11-13,"This coming election will be more Fun in the Philippines! 

Mga jejemon naglalabasan at tatakbuhan for higher position BECAUSE they need to save The KING “ alam nyo na kun sino - eh 🤓

#Halalan2022 #Votewisely #MahalinangsarilingBayan #PleasePrayPhilippines",Twitter
2021-11-13,"Sa politika at pag-ibig...

Sarap na sarap talaga tayong niloloko at ginagawang tanga, ano?
🤡

#Halalan2022",Twitter
2021-11-13,"Malinaw ha? Kung hirap kayong pumili kasi isang pamilya lang naman sila technically, shade n'yo na lang sa balota silang apat. Para fair. Walang kinikilingan, mag-loyalty check man. Deal? #Halalan2022",Twitter
2021-11-13,"Pls lang mga kapwa Pinoy, maging matalino na tayo sa pagpili ng ating susunod na tagapamuno. 
#Halalan2022",Twitter
2021-11-13,"BREAKING: President Rodrigo Duterte will file his certificate of candidacy for vice president via substitution on Monday, November 15, says PCOO Sec. Martin Andanar. #Halalan2022

via ABS-CBN News

#TheFilipinoVotes #SaraALL2022 #Duterte #bbm #marcos #news #philippines https://t.co/1wevYVckz1",Twitter
2021-11-13,May gumawa na po nyan…wala po ba Kayo maisip na iba?😝 https://t.co/lJy85K4Wzj #Halalan2022,Twitter
2021-11-13,Pinasara nila ang ABSCBN kasi kaya nilang mag teleserye by themselves. #Halalan2022,Twitter
2021-11-13,"Dear DDS-BBM supporters,

Kumusta mental health ninyo today?

#Halalan2022 #Eleksyon2022",Twitter
2021-11-13,Isang malaking circus ang 2022 elections. Ang saya saya! #Halalan2022,Twitter
2021-11-13,@iloveruffag Circus tlga.. ginagawa nila tlgang mga ewan ang pinoy..maging matalino po sa #Halalan2022 .. parte ito ng dirty politics ng mga #NoToDuterteMarcos2022,Twitter
2021-11-13,Sino na ang tatakbo sa Presidente at Bise Presidente?#Halalan2022,Twitter
2021-11-13,@iamsuperbianca Gaguhan na. Hahahaha #Halalan2022 #GoNegosyo,Twitter
2021-11-13,Puro kayo katangahan. #Halalan2022 🤡🤡🤡,Twitter
2021-11-13,"#Halalan2022: President Duterte to file VP candidacy on Monday, says Andanar

https://t.co/5cCDTjMZ2g",Twitter
2021-11-13,"mapanakit yung all too well 10 min version.

pero mas masakit kapag mga kampon at clone ng kasalukuyang rehime yung ihahalal natin sa 2022.

#LetLeniLead #Halalan2022",Twitter
2021-11-13,"On a brighter side, it shows na ang tanging solid na supporters ay #LeniKiko2022.. ung kalaban naghhanap ng way to beat ung solid team Leni kaya lahat nlng gagawin nila pra lituhin ang mga botante. Maging matalino #Halalan2022 .. please lng #NoToDuterteMarcos2022 https://t.co/Q8FaSqQHbN",Twitter
2021-11-13,"Crying babies man masyado mga anti marcos and anti sara oy hahaha 

They judge on what they see mura jug naka puyo diri sa davao wa baya HAHAHA #Halalan2022",Twitter
2021-11-13,"Me after reading the news today😱
#Halalan2022 #Eleksyon2022 #PHVote #BilangPilipino2022
https://t.co/RZZIKhTXtO",Twitter
2021-11-13,"Sana po may natutunan tayo sa mga nangyari anoh? Isipin niyo din po na hindi lang pamilya niyo ang mag dudusa. Sana naging mulat tayo sa isang taong pagdudusa natin dahil sa pandemya.
Vote Wisely ppl 🇵🇭.

#NoDuterteMarcos2022 
#Halalan2022",Twitter
2021-11-13,"Leni vs BBM vs Go
Kiko vs Sara vs Digong.

Considering all DDS are loyal to BBM, Duterte &amp; his allies. Mukhang maghahati boto nila. Leni has a huge chance of winning. 16.6 million DDS? Dont forget Aquino got 15.2 million votes in 2010. Both Leni &amp; BBM got 14 million. #Halalan2022 https://t.co/VdB8fnv6kC",Twitter
2021-11-13,"Yung mag-ama tatakbo as VP. Ano 'to? More entries, more chances of winning? 🤣 Yung itlog naman nag-withdraw, tas yung garapata pumalit. Eh 'di nga yun makasagot ng maayos sa mga senate hearing. Yikes. Last minute gaguhan. 🤣 #Halalan2022 #GoNegosyo",Twitter
2021-11-13,"Panginoon, wag niyo po pababayaan ang Pilipinas sa  #Halalan2022",Twitter
2021-11-13,"circus
#Halalan2022",Twitter
2021-11-13,"Mag-enjoy kayo sa Rigodon de Honor nyo. Di na yan mauulit
#Halalan2022",Twitter
2021-11-13,"Reaksyon ni VP @lenirobredo at mga #kakampinks sa mga pangyayari ngayong hapon. 

#LeniKiko2022 #LabanPilipinas 
#bringiton #Halalan2022 🇵🇭💖 https://t.co/iRJxyCjn3w",Twitter
2021-11-13,Tapos na ba ang DRAMA? 🤡🤮#Halalan2022,Twitter
2021-11-13,"Today, #Halalan2022 is in a state of #SNAFU

Situation Normal All Fucked Up.

Sabi nga ni meme GMA:

""ANG SAYA-SAYA NOH?""

But seriously, we Filipinos deserves better than this. 

The right solution is quite simple:

We vote wisely by voting Leni in 2022.

#yunlang",Twitter
2021-11-13,"Huway ?
#Halalan2022 
@inquirerdotnet https://t.co/4uWsHwSwwD",Twitter
2021-11-13,Sa mga ganap ngayon sa #Halalan2022  mapapa #NoToMarcosDuterte2022  ka nalang talaga,Twitter
2021-11-13,God save the Philippines 🇵🇭 🙏🙏🇵🇭 #Halalan2022,Twitter
2021-11-13,"wait lang, nagpapatawa ba sila? inform niyo naman ako HUHUHUHU #Halalan2022 🤡🤡🤡",Twitter
2021-11-13,ano ba tong mga nababasa ko abt halalan2022. sana hindi lang ako yung litong-lito dahil sa kanila 🤣🤡,Twitter
2021-11-13,#Halalan2022 https://t.co/rCQ4sCzGPN,Twitter
2021-11-13,PANOORIN: Pangulong Duterte habang palabas ng Palacio del Gobernador matapos maghain ng COC ni Sen. Bong Go. #Halalan2022 https://t.co/4uA1PH8tJP,Twitter
2021-11-13,"Gulong-gulo na at sobrang mixed emotions na ang roommate kong DDS. Huy, umayos kayo!!! 
#Halalan2022",Twitter
2021-11-13,Yes with prayers. #LeniKiko2022 #LabanLeni2022 #Kakampinks #Halalan2022 #NoToDuterteMarcos2022 #NoToMarcosDuterte2022 #NoToMarcosDuterte https://t.co/boAzLi8pI3,Twitter
2021-11-13,"Thank you, Mama. You kept our country safe this afternoon and scattered the corrupt enemies of these Catholic islands. Your prayers turned them against each other like swine fighting over filth. You still watch over us after all these years.

GOD FIRST! 🇵🇭👆✝️ #Halalan2022 https://t.co/F0Zuce1Gg3",Twitter
2021-11-13,"joke time 

#Halalan2022",Twitter
2021-11-13,"KUNG TATABOK NAMAN PALA BAKIT ANG DAMING HANASH!!! DAPAT MAY LAW NA KUNG KAILAN ANG FILING HANGGANG DUN LANG!! HINDI YUNG ANG DAMI PA'SURPRISE!!! SANA PO UMUNLAD NA ANG PILIPINAS SA PA'SURPRISE MONG PAG TAKBO!!! Kaloka

#Halalan2022 
#NoDuterteMarcos2022",Twitter
2021-11-13,"Putanginang eleksyon 'to ginagawa niyong katatawanan. Paalala lang kung hindi kayo sigurado na tatakbo kayo o wala kayong malinis na intensyon pls itigil niyo. We need a leader hindi artista. Stop the drama. Awit lods 
 
#NoToMarcosDuterte 
#NoToMarcosDuterte2022 
#Halalan2022",Twitter
2021-11-13,"Balang-araw, ikukuwento ko sa mga apo ko na ang salitang GANID at DUTERTE ay magkasingkahulugan sa larangan ng pulitika! 🤡🤮👊🏾 #Halalan2022",Twitter
2021-11-13,#Halalan2022 🤮🤦🏽‍♀️ https://t.co/eTW8MM4MuO,Twitter
2021-11-13,Dragons na lang ang kulang. #Gameofthrones na. #Halalan2022,Twitter
2021-11-13,"@rapplerdotcom @jairojourno Anong pakulo ito? Sila-sila ang humahati sa mga boto nila! 😂 Basta ang matatalino at matitino ang pag-iisip solid Leni -Kiko lang 🎀🌸💗

#LeniKiko2022 #NeverAgain #Halalan2022 #NeverForget #PinkIsTheNewYellow",Twitter
2021-11-13,"DuGo.

Blood on their hands.

Sa dami ng pinatay at namatay sa ilallim ng administrasyon na ito.

#DutertePalpak 
#Halalan2022 https://t.co/vkuJFjJvYq",Twitter
2021-11-13,"kRaZy political strategy🥴
#Halalan2022",Twitter
2021-11-13,"Ay tay mali po kayo ng na crossed out. Sige po ako na po ang bahala.
#bonggo #bonggago #duterte #Halalan2022 #VicePresident @krizzy_kalerqui https://t.co/4XKl6EtFbX",Twitter
2021-11-13,One thing I can say inspite of the political drama on the administration the opposition will remain stronger than ever👆💛🎗 #LeniKiko2022 #Halalan2022,Twitter
2021-11-13,"LOOK: Senator Christopher Bong Go (@SAPBongGo) on filing his certificate of candidacy (CoC) for president

#BotoMoTo
#Halalan2022 
#DailyTribune https://t.co/ThDQr1ZAPc",Twitter
2021-11-13,ginawang joke time ang #Halalan2022,Twitter
2021-11-13,"Magkaisa tayo; Nagkakaisang pilipino para sa Pilipinas; Para sa ngayon at kinabukasan natin at ng susunod na mga henerasyon.

#BotoMoBosesMo
#Halalan2022
#LetLeniandKikoLead
#Tumindig https://t.co/hqPr68ugjy",Twitter
2021-11-13,Ang #Halalan2022 ay para sa buong Pilipinas po hindi toh classroom officers lang,Twitter
2021-11-13,Haha kunwari na lang nagulat tayo sa plot twist na ito...😲 #pleasevotewisely #Halalan2022 https://t.co/8ESvZ0MqMa,Twitter
2021-11-13,Hala pa-raffle ba to ng kapangyarihan? The more entries you send the more chances of winning? We aint fools! #NoToMarcosDuterte2022 #Halalan2022,Twitter
2021-11-13,"LOOK: Senator Christopher “Bong” Go (@SAPBongGo) on filing his certificate of candidacy (CoC) for president

#BotoMoTo
#Halalan2022 
#DailyTribune https://t.co/AlmySVwpa5",Twitter
2021-11-13,It's the battle of the Dutertes for VP in #Halalan2022 if Pres. Duterte would indeed file on Monday. https://t.co/3ExQRQTlNs,Twitter
2021-11-13,So ano na nag nangyayare???#Halalan2022,Twitter
2021-11-13,"Boy, why are we not surprised? 

A complete mockery of the Election process.

#Halalan2022",Twitter
2021-11-13,"Kaya pa ba, @COMELEC?

kung kayo 'di pa naiinsulto, ewan ko na lang. kung di pa kayo napapagod, nakupo.

#halalan2022",Twitter
2021-11-13,#YesToMarcosDuterte2022 #Halalan2022 ✌🏼👊🏼 https://t.co/UAuNKrpo8j,Twitter
2021-11-13,Jusko Lord😭🙏 anue nang nangyayari sa bansa namin #Halalan2022,Twitter
2021-11-13,"Siguro isa dapat sa agenda ng mga sunod na mananalo sa posisyon ay yung electoral reforms. Imagine, kung kayang pag laruan ng mga politiko ang election what more kung nasa posisyon na sila. It’s maintaining the grip to power na hindi na for the filipino people yun
#Halalan2022",Twitter
2021-11-13,"Lord kahit 10 years ulit kameng di mag placed sa Miss Universe okay lang, wag niyo lang ipananlo yung mag nanakaw, namemeke ng diploma, anak ng mamatay tao at another “mayor” from davao #Halalan2022 #LetLeniLead",Twitter
2021-11-13,Parang laro lang sa kanila yung filing 😢 withdraw tas file ulit ano ba yan! Filing pa nga gibagawa ng biro pano pag nakaposition na 🤔 hay naku! #Philippines #elections2022 #Halalan2022,Twitter
2021-11-13,Kapalmuks! #Halalan2022 https://t.co/57kejGMh7R,Twitter
2021-11-13,Litong lito na ang DDS universe #Halalan2022,Twitter
2021-11-13,"Hello Universe!
Welcome to the Philippines! 
This is how we do our election here. 
Circus!
God pls save us!

PDP-Laban
Vice President
#BBMSARA2022
#NoToDuterteMarcos2022
#LeniKiko2022
#LeniRobredo2022
#Halalan2022",Twitter
2021-11-13,Kaya pala isinama si Digong para gawing tagapintura. #Halalan2022 https://t.co/qxYaujonLw,Twitter
2021-11-13,Anyare?!! Kelan pa naging laro ang eleksyon?! Nakakatawa Bong Go? Seryoso ka? #Halalan2022,Twitter
2021-11-13,"The situation reminds of the Korean movie, Roaring Currents. Korea with only 12 ships won against an invading Japanese fleet of 333 vessels.

Moral lesson: Lalaban at ipagpapa sa Diyos na natin ang #Halalan2022. Walang imposible!

#LeniKiko2022
#Leni #NoToDuterteMarcos2022 https://t.co/Qgyl6KJa7i",Twitter
2021-11-13,"LOOK: Presidential aspirants VP Leni Robredo and Sen. Manny Pacquiao met in Cebu City on Saturday.

📷OSMP
#PolitikoLive
#Politiko2022
#Halalan2022
https://t.co/ONNvCC88vM https://t.co/8mtpK4sAHu",Twitter
2021-11-13,Hoy sharmaine!!!! ayusin nyu muna pamilya nyu bago kayo tumakbo. Hindi teleserye ang Pilipinas. #Halalan2022,Twitter
2021-11-13,The #Duterte will only tarnish the reputation of the #OVP if they win #VPLeni's hard work in earning the #OVP's reputation will crumble. #NoToPoliticalDynasties #NoToDuterte #Halalan2022 #NeverAgain #NeverForget #JusticeForHumanRightsViolations,Twitter
2021-11-13,"Whoa whoa whoa. Mas mainit pa ata ang balita ng #halalan2022 kaysa sa final quarter ng kung anumang basketball game! 
“Sara Duterte takes the ball, Dela Rosa backs out, Bong go is on the defense, Digong backs him up and blocks Sara Duterte…” 
“Duterte vs Duterte! What a game!”🥴",Twitter
2021-11-13,"Mga ka- #DDS , kanino ang boto niyo sa pagkabise presidente?
#Halalan2022 #dutertelegacy",Twitter
2021-11-13,"All I want is a leader who's willing to sacrifice his own pocket for his countrymen.

#Halalan2022",Twitter
